ocid,releasedate,buyer_id,buyer,supplier,supplier_id,aw_total_suppliers,aw_value
ocds-0c46vo-0001-51ea5111-30f4-4354-b2c2-d670a931bc6f,2018-05-14 11:33:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SUPPLIERS&#039; DETAILS CAN BE FOUND AT HTTPS://RCLOUD.DSTL.GOV.,,1,33000000
ocds-0c46vo-0001-88799c12-b9cb-4575-9328-985903262324,2018-05-30 15:04:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FCO FRAMEWORK LOT C,,1,537300
ocds-0c46vo-0001-f32680fb-4bd0-4bdb-85cc-214a43da4047,2018-07-02 13:29:51+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,EXPLOSIVE RISK MANAGEMENT LIMITED,06798226,1,252730.3
ocds-0c46vo-0001-a7bdb5c5-a2ce-41b3-a9ae-345399e8b136,2018-06-27 08:54:23+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FNH UK LIMITED,02093078,1,240000
ocds-0c46vo-0001-7c704b50-8fe6-49a7-834f-18b6c0e94f01,2018-07-06 10:22:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,KONGSBERG MARITIME LIMITED,SC107343,1,733689
ocds-0c46vo-0001-e0ec982a-f88d-4da7-9dd3-9a68ac334fe1,2018-07-04 22:16:16+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,COLAS LIMITED,02644726,1,5801035
ocds-0c46vo-0001-9a7ba880-b97d-4eb8-91f1-28ebe4bdc58c,2018-07-11 15:24:55+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BALFOUR BEATTY REGIONAL CONSTRUCTION LIMITED,01197246,1,6032468
ocds-0c46vo-0001-8002dee6-1ab3-4ba3-addd-8b7e3d98896d,2018-07-17 14:34:33+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RACKSPACE LIMITED,03897010,1,4000000
ocds-0c46vo-0001-31faa509-53bd-4ff2-ac26-54876bf05a4f,2018-08-24 09:48:35+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PARKER HANNIFIN MANUFACTURING LIMITED,04806503,1,4500000
ocds-0c46vo-0001-c72e1e37-59dc-411d-9181-8ce5411647e4,2018-09-17 11:09:29+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OPTIMA DEFENCE &AMP; SECURITY GROUP LIMITED,,1,148345
ocds-0c46vo-0001-ecf3c2eb-a62b-4e92-b7f7-c3a1508339e6,2019-01-08 15:33:50+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CAPITA BUSINESS SERVICES LTD,02299747,1,73420.38
ocds-0c46vo-0001-36f4414e-ede2-4461-885c-fb311c6e59c1,2019-01-20 07:37:21+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DRUMGRANGE LIMITED,01460044,1,1500000
ocds-0c46vo-0001-40f74afd-32ed-4499-8428-d6acfeb1adc2,2019-01-17 12:47:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1,710170
ocds-0c46vo-0001-ad14d635-71ce-4889-80ef-514a11db7a3c,2019-02-05 08:39:44+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AIRBUS DEFENCE AND SPACE LIMITED,02449259,1,19548414.09
ocds-0c46vo-0001-5cadb68a-c0c0-4d87-815a-669ab29ad5c1,2019-06-12 15:52:50+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,WYG MANAGEMENT SERVICES LIMITED,04807864,1,146047.5
ocds-0c46vo-0001-c4535e63-f073-4fc2-9e86-fb57ec5d8024,2019-06-23 12:50:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RHEINMETALL WAFFE MUNITION GMBH,,1,120000000
ocds-0c46vo-0001-0c642fb8-bcc5-4b6c-b66c-06b7f6e29c28,2019-07-04 14:42:05+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LEONARDO MW LTD,02426132,1,2325364
ocds-0c46vo-0001-52e9c346-1922-4815-b78a-b91a29eb627a,2018-01-16 15:23:16+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CARBON60 LIMITED,02209742,1,627085
ocds-0c46vo-0001-78258dcb-d6fc-4a9a-ad86-26945a3a8232,2018-07-03 16:09:09+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SOLENT LAUNDRY SOLUTIONS LTD,07172990,1,40974
ocds-0c46vo-0001-f4214d27-7d52-4e01-907b-e4381f2476d8,2019-07-30 15:11:05+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CAA INTERNATIONAL LIMITED,04104068,1,500000
ocds-0c46vo-0001-8e52f00d-32ab-48ff-a15b-ec74862bbca7,2019-08-28 14:34:37+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LEIDOS INNOVATION UK LIMITED,,1,95370
ocds-0c46vo-0001-99cc8d92-7f9d-45dc-9f99-21f931de9985,2017-05-11 09:37:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED,03796233,1,92755.43
ocds-0c46vo-0001-ad6d2081-d73d-4947-8d59-6860a32155bc,2017-06-01 10:23:37+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SYSTEMS ENGINEERING &AMP; ASSESSMENT LTD,,1,194638.68
ocds-0c46vo-0001-2d8ea8b4-7c6b-4acd-9ff0-6ec4b3e46096,2017-08-12 08:42:10+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CONTENT ONLINE LTD,,1,549242.5
ocds-0c46vo-0001-a2fb7a9a-75b1-4c29-8381-b26afb347c91,2018-06-20 13:39:22+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SECURECLOUD+ LIMITED,07976189,1,2434194
ocds-0c46vo-0001-111afbd7-dedb-498c-94f0-25de4105044e,2018-10-02 16:36:06+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (U.K.) LTD,,1,0
ocds-0c46vo-0001-6d259788-495a-47b1-9fcc-c388cca13f29,2019-06-20 15:53:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BEMYAPP SAS,,1,43000
ocds-0c46vo-0001-2f815ef7-56d9-42a2-9a17-649120b39378,2019-06-19 14:31:24+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BP OIL INTERNATIONAL LIMITED,00322365,1,6118000
ocds-0c46vo-0001-2895a5be-cf5e-433d-aa40-ca1992d58d4e,2019-07-23 14:08:17+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CAPITA BUSINESS SERVICES LTD,02299747,1,120000
ocds-0c46vo-0001-cb81a885-a2d1-41e2-b421-3213b335fde7,2018-08-28 12:13:55+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,HANHAN HEALTH,,1,1265000
ocds-0c46vo-0001-97709b18-12e3-4495-afa2-422387c29a8b,2018-10-08 10:24:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LEVEL PEAKS ASSOCIATES LTD,06379641,1,34336
ocds-0c46vo-0001-64b81ae7-08bc-4ab2-931c-ece0fb690040,2017-05-02 16:56:35+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,INTELOGY LIMITED,03127483,1,45852
ocds-0c46vo-0001-b77ccd6d-22c1-4c7e-b159-fe927d45c124,2017-06-15 09:27:43+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OSPREY CONSULTING SERVICES,,1,89500
ocds-0c46vo-0133-391274-2019,2019-08-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LOUGHBOROUGH UNIVERSITY,RC000332,1,1200000.0
ocds-0c46vo-0001-bb9e9459-5fe5-4f70-9ce7-16eccf81bfbe,2018-10-22 13:15:10+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED,03796233,1,250000000
ocds-0c46vo-0001-a358a84a-6aff-4884-b969-c94044946410,2019-01-04 14:22:15+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,,1,8030000
ocds-0c46vo-0001-c9f65961-c475-465a-92d1-4ff192d47dd2,2019-02-05 10:09:34+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MABWAY LIMITED,05136214,1,36000000
ocds-0c46vo-0001-21b240c1-a17a-41a1-9e35-610112843f9a,2019-03-05 15:49:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PULSE POWER AND MEASUREMENT,,1,153860
ocds-0c46vo-0001-5d677850-8d27-427f-8127-7738d332ca40,2019-04-03 14:00:01+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE (OPERATIONS) LIMITED,,1,1792000
ocds-0c46vo-0001-13e6a70a-aaab-434a-9433-bd51ce8e6f6c,2019-07-16 16:10:29+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OPEN ROAD SOLUTIONS LIMITED,08417728,1,65503
ocds-0c46vo-0001-2a07cedf-5e74-4bc0-814e-b6a035ac17aa,2017-01-05 11:20:29+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTT MCDONALD,,1,44284
ocds-0c46vo-0001-f02e6f0e-2999-4d8a-b2e6-84f00a74c418,2017-02-10 11:45:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,STRUERS LTD,,1,31800
ocds-0c46vo-0001-7491d83e-793e-41e2-a9fb-39a2bb684b29,2017-05-02 13:54:36+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FRAZER-NASH CONSULTANCY LIMITED,02562870,1,1
ocds-0c46vo-0001-8604d15f-2fc6-47ce-a1ba-9b6b00263b0a,2018-10-03 13:41:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CAPITA PROPERTY &AMP; INFRASTRUCTURE LTD,,1,38212
ocds-0c46vo-0001-b3ac379d-8b5b-4edc-9dce-d32192605cf4,2019-07-12 15:39:41+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GO-FLY LTD,,1,24986
ocds-0c46vo-0001-233b77a0-f2f3-4727-9298-1896e0e177f5,2018-12-01 08:41:11+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ROLLS-ROYCE PLC,01003142,1,750000000
ocds-0c46vo-0001-1e49c53d-aecf-4d70-b771-abc1f636d38f,2019-01-09 08:36:06+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PROVIDENCE GLOBAL ITF LTD,,1,41906
ocds-0c46vo-0001-4b77b176-74fa-4bed-a15f-e93c75a05948,2019-02-13 18:43:51+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MACHINE TOOL AND ENGINEERING SERVICES LIMITED,02820419,1,287000
ocds-0c46vo-0001-415383dd-9fde-4034-9ef6-c9d57037ff43,2019-04-03 13:56:05+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS (OPERATIONS) LIMITED,01996687,1,2431671
ocds-0c46vo-0001-1893fe86-b474-49d3-880d-5155516c7a51,2019-04-12 09:26:37+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ,,1,365424
ocds-0c46vo-0001-e3880202-08b9-48cf-96a9-7362c43d0ecc,2019-04-16 07:51:05+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LELLA KENTONIS INVESTMENT CO LTD,,1,21544.61
ocds-0c46vo-0001-f3b21864-c9f4-4854-89d7-df0c27bb42c0,2019-06-14 12:27:54+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BMT DEFENCE AND SECURITY UK LIMITED,,1,83970
ocds-0c46vo-0001-4d6bcfde-e2f2-49f0-ab02-b22d046b667c,2019-06-20 09:02:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,"ALAN MEDLYCOTT, SALES MANAGER",,1,280000
ocds-0c46vo-0001-e1e0b180-c865-45d1-bcb1-abc71b8a451f,2017-03-22 15:37:01+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OCEANEERING INTERNATIONAL SERVICES LIMITED,01023217,1,498750
ocds-0c46vo-0001-a482a507-1241-4a89-b33b-33e676966f35,2017-04-18 10:56:27+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,HELLENIC PETROLEUM CYPRUS LIMITED,00454043,1,0
ocds-0c46vo-0001-e4ab3e34-6991-4e6d-b281-b652c5756bc1,2017-04-28 11:40:32+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,JLA,,1,15660
ocds-0c46vo-0001-3c3fba64-0c2b-43b6-8279-98fbb1a63843,2017-05-22 12:30:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,1SPATIAL GROUP LIMITED,04785688,1,219310
ocds-0c46vo-0001-5f647161-3874-4c0a-8850-0fd837e1f353,2019-08-21 09:40:46+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AECOM LIMITED,01846493,1,87867
ocds-0c46vo-0001-f5cd3bb6-c65d-4de8-80e5-2289ff15c403,2019-02-25 08:30:42+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GLOBAL INFUSION GROUP LIMITED,,1,43926.7
ocds-0c46vo-0001-65ca9512-1ad9-4956-b8c4-bcb9277020a5,2019-04-27 09:57:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,WAREHOUSE EXPRESS LIMITED,03366976,1,9000000
ocds-0c46vo-0001-f997b24b-b42a-49b8-96f9-32ea230a1eb9,2019-05-02 08:27:07+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DE HAVILLAND SUPPORT LIMITED,04049847,1,300000
ocds-0c46vo-0001-ae22aece-851d-44ac-b890-7007003e3a12,2019-06-04 11:24:58+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LEONARDO MW LTD,02426132,1,36407
ocds-0c46vo-0001-293cb0d5-d064-4f1a-9796-fcbef2a36b09,2019-07-23 10:07:50+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS (OPERATIONS) LIMITED,01996687,1,475128.17
ocds-0c46vo-0001-64e85747-9a42-4905-bee5-08f5aaee26a1,2019-08-02 00:00:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ROKE MANOR RESEARCH LIMITED,00267550,6,300000000
ocds-0c46vo-0001-64e85747-9a42-4905-bee5-08f5aaee26a1,2019-08-02 00:00:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,01337451,6,300000000
ocds-0c46vo-0001-64e85747-9a42-4905-bee5-08f5aaee26a1,2019-08-02 00:00:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED,03796233,6,300000000
ocds-0c46vo-0001-64e85747-9a42-4905-bee5-08f5aaee26a1,2019-08-02 00:00:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED,03796233,6,300000000
ocds-0c46vo-0001-64e85747-9a42-4905-bee5-08f5aaee26a1,2019-08-02 00:00:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,NEWMAN &AMP; SPURR CONSULTANCY LTD,,6,300000000
ocds-0c46vo-0001-64e85747-9a42-4905-bee5-08f5aaee26a1,2019-08-02 00:00:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FRAZER-NASH CONSULTANCY LIMITED,02562870,6,300000000
ocds-0c46vo-0001-f212127f-0bc2-480e-9559-669849bdfe39,2018-10-23 15:02:50+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CGI IT UK LIMITED,00947968,1,656433.66
ocds-0c46vo-0001-5cbd7260-62a7-496f-81a7-7412123e0441,2018-10-30 11:33:11+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,INTEGRATED TRAINING SOLUTIONS (GLOBAL) LTD,,1,43250
ocds-0c46vo-0001-d782c112-f983-44d9-9102-e6944289d276,2019-03-07 10:29:27+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,1SPATIAL GROUP LTD,,1,718079
ocds-0c46vo-0001-81436b33-d2d5-4b45-a199-0a1594c5400a,2019-06-19 08:49:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AIRBUS DEFENCE AND SPACE LIMITED,02449259,1,0
ocds-0c46vo-0001-a6984f95-5817-4292-8c0b-c6013266b061,2019-07-29 10:49:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SHUTTLEBERG GMBH &AMP; CO KG,,1,297070
ocds-0c46vo-0001-405bf93f-a6e1-4465-90ff-07c47bb34812,2017-02-13 10:12:26+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SIMMONS &AMP; SIMMONS LLP,,1,35000
ocds-0c46vo-0001-8b529963-2e7b-4e00-8c6a-461df0a72544,2017-01-27 12:49:34+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,JACOBS U.K. LIMITED,02594504,1,354300
ocds-0c46vo-0001-3c5d1e05-337c-4956-ab07-a97e5a56245b,2017-02-20 17:34:55+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BYRON,,1,310250
ocds-0c46vo-0001-44c07735-847e-4988-a19b-28cf6b4f5744,2017-04-26 14:05:40+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CAPITA BUSINESS SERVICES LTD,02299747,1,11724461
ocds-0c46vo-0001-f08c08c9-c954-4bf3-a58d-7aa4a0c7c08a,2017-04-21 15:41:09+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BABCOCK INTEGRATED TECHNOLOGY LIMITED,06717269,1,0
ocds-0c46vo-0001-3b855e5c-0a89-4740-96f1-e070f47abb3b,2017-04-27 16:16:49+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SMITHS DETECTION-WATFORD LIMITED,00480992,1,0
ocds-0c46vo-0001-6ce6a976-1ead-4521-a464-53248fff0836,2017-05-16 09:16:40+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ALLAN WEBB LIMITED,,1,5000000
ocds-0c46vo-0001-e731c6f8-3256-448b-aa3f-765aac566ade,2017-05-23 16:08:06+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ADVANCED SYSTEMS UNDERSTANDING LIMITED,,1,597000
ocds-0c46vo-0001-18f905b3-7bd4-4941-a287-6df224f8166a,2017-06-05 14:32:56+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ERA TECHNOLOGY,,1,85896.93
ocds-0c46vo-0001-64636d90-51ab-44f2-b84a-97e5cf3a6e0b,2017-07-21 13:08:32+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ATOS IT SERVICES UK LIMITED,01245534,1,125994
ocds-0c46vo-0001-864e469c-e3df-432b-942b-48c6346ec3bc,2017-07-24 08:52:02+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,C3IA SOLUTIONS LIMITED,05746584,1,140000
ocds-0c46vo-0001-1172d3b7-225b-44b6-bed3-1807481237f7,2017-08-29 15:38:42+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BP OIL INTERNATIONAL LIMITED,00322365,1,0
ocds-0c46vo-0001-3923e7d8-24b7-4c56-8d91-e4dd75d40fb0,2017-09-07 14:08:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTTS MACDONALD,,1,210
ocds-0c46vo-0001-ff47185c-3fc9-4994-aef7-17028d1c5a7d,2017-09-21 13:24:41+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,UNIVERSITY OF PORTSMOUTH ENTERPRISE LIMITED,02353125,1,541200
ocds-0c46vo-0001-91db5077-6279-408a-b540-78684718e27b,2017-11-12 09:51:05+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DRALLIM INDUSTRIES LIMITED,00606278,1,7411000
ocds-0c46vo-0001-1aecfe6f-2730-4788-8668-c5ed2b9400e1,2017-11-27 10:35:31+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS (OPERATIONS) LIMITED,01996687,1,199178.98
ocds-0c46vo-0001-84e1e3cf-cc4d-4d90-841c-d81c565e8032,2017-11-30 16:50:39+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CRANLEA HUMAN PERFORMANCE LIMITED,,1,20301
ocds-0c46vo-0001-f54981c4-c277-4964-89c2-6cabbb6d0a86,2017-12-16 11:21:09+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,L&#039;HOTELLIER SAS,,1,6238000
ocds-0c46vo-0001-5cc49cb1-1f80-4e66-95fa-520340253b93,2017-12-14 13:47:15+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,EUROTRONICS MACHINERY SERVICES LTD,,1,90460
ocds-0c46vo-0001-dddf1582-18c0-409e-88e7-9312ced2ca66,2018-01-03 10:37:43+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ATKINS LIMITED,00688424,1,79250
ocds-0c46vo-0001-f5243d21-b79a-46f1-a996-b8a8ef52b682,2018-01-16 10:24:50+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RED SCIENTIFIC,,1,45000
ocds-0c46vo-0001-dd869c31-3692-465a-b1e1-75b76007f494,2018-01-30 12:36:59+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,HAVAS PEOPLE LIMITED,02793794,1,1900000
ocds-0c46vo-0001-0fca179b-726d-47ea-95d7-71ef4652b8af,2018-03-16 10:32:29+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MONITOR INTELLIGENCE SERVICES LTD,,1,6499746
ocds-0c46vo-0001-b65621d2-b49d-4d68-b72e-be9299270fc1,2018-04-08 14:24:10+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CLARIVATE ANALYTICS (US) LLC,,1,283438.49
ocds-0c46vo-0001-f449a9d2-78cd-4d11-a9ab-1b64afecd097,2018-05-09 12:50:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PEOPLE SOURCE CONSULTING LIMITED,04389799,1,154353
ocds-0c46vo-0001-0452a80f-87fe-4c68-b1fd-3091eebc3636,2019-05-17 13:40:08+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTOR OIL (HELLAS),,1,0
ocds-0c46vo-0001-77ecb589-c3d9-4c75-862a-b2b2fa5553d4,2019-07-29 10:01:08+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OFFICE DE TOURISME DE SERRE CHEVALIER,,1,992273
ocds-0c46vo-0001-94bc3250-e0d3-4df1-94d9-818addb087c1,2019-03-02 09:33:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FIELD TEXTILES LIMITED,03584324,2,24000000
ocds-0c46vo-0001-94bc3250-e0d3-4df1-94d9-818addb087c1,2019-03-02 09:33:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RAMCO (UK) LTD,,2,24000000
ocds-0c46vo-0001-398a9ea9-c22f-4a34-a06e-a0456c8868b1,2017-04-06 12:30:10+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,H.LUCKETT &AMP; CO. LTD,,3,1231536
ocds-0c46vo-0001-398a9ea9-c22f-4a34-a06e-a0456c8868b1,2017-04-06 12:30:10+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,H.LUCKETT &AMP; CO. LTD,,3,1231536
ocds-0c46vo-0001-398a9ea9-c22f-4a34-a06e-a0456c8868b1,2017-04-06 12:30:10+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,H.LUCKETT &AMP; CO. LTD,,3,1231536
ocds-0c46vo-0001-abc89926-1d87-4b1a-9d5f-235cbf963ef2,2017-10-09 10:45:10+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,"COMPASS CONTRACT SERVICES UK LIMITED, TRADING AS ESS",,1,88461105.2
ocds-0c46vo-0001-14fe5219-55eb-415f-837b-4e3faa76a646,2018-04-03 11:21:11+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LUYE PHARMA AG,,1,200000
ocds-0c46vo-0001-bdb923bd-c846-40cd-9853-70bc9da7c5c3,2018-04-16 12:54:21+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS SURFACE SHIPS LIMITED,06160534,1,1000000
ocds-0c46vo-0001-593804e2-1ece-4ede-8b05-3ace5c88d84a,2018-06-04 18:00:11+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MARSH PLANT HIRE LIMITED,,1,46440
ocds-0c46vo-0001-1375f89b-9397-457d-aafb-ded9b1e156a6,2018-08-21 08:45:05+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SIERRA NEVADA CORPORATION,,1,900000
ocds-0c46vo-0001-b16155e4-44c6-4d4c-b740-2afcb4388725,2018-10-09 11:20:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,INTEGRATED TRAINING SOLUTIONS (GLOBAL) LLP,,1,15000
ocds-0c46vo-0001-563e8225-aa33-432c-bb91-a355767e4f46,2019-01-28 09:08:18+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DRUMGRANGE LIMITED,01460044,1,500000
ocds-0c46vo-0001-377829ae-4d94-4642-b0d8-27d412308220,2019-02-09 07:13:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,HIRTENBERGER DEFENCE EUROPE GMBH &AMP; CO KG,,1,421132.82
ocds-0c46vo-0001-270ec769-bbca-4afd-a2a7-4ba848cd84b9,2019-03-03 07:06:15+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,W.T. PARTNERSHIP LIMITED,01130989,1,127780
ocds-0c46vo-0001-4f487aa1-f63f-4588-a540-7579c09995c9,2017-02-03 13:45:44+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTOR OILS (HELLAS) CORINTH REFINERIES S.A,,1,0
ocds-0c46vo-0001-aabe7e1e-d48e-4c3c-bd6a-73a7c93b6329,2018-03-06 11:21:16+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PEXA LIMITED,,1,0
ocds-0c46vo-0001-5e34202e-503a-44a0-92fc-1e362d423ba4,2018-03-16 14:31:36+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OH ASSIST LIMITED,09621658,1,3269782
ocds-0c46vo-0001-c23a0953-e82d-4410-8042-274fb7491b62,2018-10-25 14:44:25+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TVS SUPPLY CHAIN SOLUTIONS LIMITED,02748952,1,18821.79
ocds-0c46vo-0001-895fe147-5335-4a56-8a7f-5ca706e80577,2019-03-31 10:12:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CLARIVATE ANALYTICS (US) LLC,,3,180600.14
ocds-0c46vo-0001-895fe147-5335-4a56-8a7f-5ca706e80577,2019-03-31 10:12:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CLARIVATE ANALYTICS (US) LLC,,3,180600.14
ocds-0c46vo-0001-895fe147-5335-4a56-8a7f-5ca706e80577,2019-03-31 10:12:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CLARIVATE ANALYTICS (US) LLC,,3,180600.14
ocds-0c46vo-0001-37f0ad2c-507b-4bad-a551-c3918b78bc0c,2018-12-04 08:52:16+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TRANSITION METALS LTD,,1,24725
ocds-0c46vo-0001-ca3bfd7b-d998-4bc9-82a7-8bdc4b19d440,2019-03-16 11:21:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BOHEMIA INTERACTIVE SIMULATIONS (UK) LTD,,1,200000
ocds-0c46vo-0001-0b7f07b5-0cd3-4b36-9766-474bb483eaea,2018-06-07 09:16:55+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,"LOCKHEED MARTIN CORPORATION, ROTARY &AMP; MISSION SYSTEMS DIVISI",,1,0
ocds-0c46vo-0001-7f1be624-d828-4b51-9856-1d062daee157,2018-10-24 14:42:40+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CERTAS ENERGY UK LIMITED,04168225,1,47600000
ocds-0c46vo-0001-da09e1fa-685e-42a7-9a70-7291c65656a3,2019-02-13 09:11:35+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THALES UK LIMITED,00868273,1,5385000
