ocid,releasedate,buyer_id,buyer,supplier,supplier_id,aw_total_suppliers
ocds-0c46vo-0384-HHSD2002010372100013,2019-10-21 16:20:57.804006+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N6833518C0078,2019-10-21 15:48:17.299059+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15F06718F0004606,2019-10-21 15:53:38.160289+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15B70018CCOBO0144,2019-10-21 15:42:52.942053+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-36C10B18F2957,2019-10-21 16:04:28.758032+00,,DEPARTMENT OF VETERANS AFFAIRS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-AIDOAAM1600019,2019-10-21 15:48:50.642797+00,,AGENCY FOR INTERNATIONAL DEVELOPMENT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333BJ19F00184021,2019-10-21 16:00:13.43454+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-20343020F00006,2019-10-31 23:05:30.993635+00,,CONSUMER FINANCIAL PROTECTION BUREAU,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T03019F6BCIO401,2019-10-21 16:19:36.348986+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75F40119F80422,2019-10-21 15:45:28.453989+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70RCSA19FC0000005,2019-10-21 15:42:18.623581+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00973,2019-10-21 16:20:43.663416+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-89243019FSC400027,2019-10-21 15:54:17.365268+00,DEC066_DOEACC_gov,DEPARTMENT OF ENERGY AND CLIMATE CHANGE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-SAQMMA17C0305,2019-10-21 16:21:20.751336+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12314418F0095,2019-10-21 15:58:25.928473+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-693JJ619F000078,2019-10-21 15:45:26.349282+00,,DEPARTMENT OF TRANSPORTATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333LB19F00000267,2019-10-21 15:54:22.120223+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002010372100022,2019-10-21 16:20:50.788383+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-693JJ619F000105,2019-10-23 23:47:17.035441+00,,DEPARTMENT OF TRANSPORTATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70CMSW18FC0000097,2019-10-21 15:42:56.310092+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEMD16F00130,2019-10-21 15:49:35.232939+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75R60219F80096,2019-10-21 16:20:30.182382+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00975,2019-10-21 16:20:40.371149+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15JPSS18F00000868,2019-10-21 16:11:42.730258+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-20343020F00007,2019-10-31 23:05:30.073626+00,,CONSUMER FINANCIAL PROTECTION BUREAU,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEMS15J00137,2019-10-21 16:18:33.611845+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30119F06728,2019-10-21 16:20:47.374052+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-91003119F0360,2019-10-21 16:19:29.781996+00,,DEPARTMENT OF EDUCATION LTD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15B70018FCOBO0144,2019-10-21 16:07:54.123714+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15M80019PA3600046,2019-10-21 15:56:05.797485+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-28321320FA0010004,2019-10-21 16:11:56.593242+00,,SOCIAL SECURITY ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2033H619F00251,2019-10-21 16:07:22.311311+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-20343020F00008,2019-10-31 23:05:30.417192+00,,CONSUMER FINANCIAL PROTECTION BUREAU,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70CMSW18FC0000114,2019-10-21 16:22:19.000349+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NOIA195,2019-10-21 16:02:56.909979+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70CMSW18FR0000103,2019-10-21 15:42:53.877269+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-W81XWH18F0443,2019-10-21 15:45:13.257303+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15JPSS18F00000864,2019-10-21 16:13:47.023167+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75F40119C10164,2019-10-21 15:49:37.17244+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30119F06833,2019-10-21 16:20:26.963303+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-47HAA020F0004,2019-10-21 16:07:10.953628+00,,GENERAL SERVICES ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75P00119F80257,2019-10-21 16:19:26.395013+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2031JW19F00106,2019-10-21 16:10:09.036614+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30119F06839,2019-10-21 16:20:46.967262+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2031JW19F00057,2019-10-21 16:13:16.119272+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0018917FZ160,2019-10-21 15:52:59.3194+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B06C19F00001222,2019-10-21 16:20:40.451395+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSM500201700131G,2019-10-21 16:21:48.52987+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30119F00030,2019-10-21 16:22:30.000337+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00905,2019-10-21 16:22:33.848556+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00971,2019-10-21 16:19:12.872745+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HT001118C0002,2019-10-31 23:05:41.53481+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75F40118F10416,2019-10-21 16:19:39.943794+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15DDHQ18F00001501,2019-10-21 16:20:16.579691+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30118F00005,2019-10-21 16:21:05.369849+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-19AQMM18F5356,2019-10-21 16:20:40.272989+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75P00119F80248,2019-10-21 15:49:32.789071+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEMS15J00062,2019-10-21 16:06:31.632161+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H819F00197,2019-10-21 15:45:43.472065+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12314419F0380,2019-10-21 16:22:33.440819+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15JPSS19F00000378,2019-10-21 15:42:22.66534+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70FA6018F00000058,2019-10-21 15:43:55.140815+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-140D0420F0002,2019-10-21 15:48:46.198372+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2031JW19F00058,2019-10-21 16:17:08.491589+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75A50119C00079,2019-10-21 16:19:54.107903+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-DOCWO006,2019-10-21 16:18:40.091984+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30119F04824,2019-10-21 15:53:21.26491+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15F06718F0008373,2019-10-21 15:49:43.681337+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-DOCWO009,2019-10-21 15:47:42.897194+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15JPSS19F00000350,2019-10-21 16:15:02.204617+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12639519F0823,2019-10-21 15:46:13.20062+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-91003119F0359,2019-10-21 16:20:16.590208+00,,DEPARTMENT OF EDUCATION LTD,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-DTFR5317F00795,2019-10-21 16:18:50.66534+00,,DEPARTMENT OF TRANSPORTATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12C0BA19F0380,2019-10-21 16:19:33.002748+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HT001116F0005,2019-10-21 15:59:56.493262+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSP233201700296W,2019-10-21 16:22:15.483668+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H819F00281,2019-10-21 16:19:19.601705+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30119F06855,2019-10-21 15:43:53.754363+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B04C18F00001394,2019-10-23 23:47:15.065048+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00873,2019-10-21 16:20:19.919383+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00888,2019-10-21 16:19:05.142671+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75F40119F80456,2019-10-21 16:20:47.582338+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N6600119F0961,2019-11-01 22:17:23.16724+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0385-f2bbb3f3-a512-f5d0-8421-6aaee80e6235,2019-11-03 15:26:53.665255+00,,DEPARTMENT OF FOREIGN AFFAIRS AND TRADE - AUSTRALIAN AID PROGRAM,DELOITTE LLP,OC303675,1
ocds-0c46vo-0385-64404bd9-b071-dcc6-5bb4-6a0afc3612c8,2019-04-16 00:00:00+00,,"DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",DELOITTE LLP,OC303675,1
ocds-0c46vo-0385-ea3aae87-d3c9-b116-b7aa-cbd168bdd5ac,2017-02-22 00:00:00+00,,DEPARTMENT OF FOREIGN AFFAIRS AND TRADE - AUSTRALIAN AID PROGRAM,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H819F00340,2019-10-21 16:18:53.74055+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSHQDC16J00079,2019-10-21 15:59:11.734934+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-8cbd46c3-ab69-4a88-bcc5-cadecb9d9279,2019-11-27 11:36:46+00,,COVENTRY UNIVERSITY COLLEGE LIMITED,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12314418F0495,2019-10-21 15:50:17.054715+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70CMSD19FR0000029,2019-11-11 10:25:26.541727+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00494,2019-11-12 01:03:35.316403+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-36C10X19N0111,2019-11-12 00:28:07.605984+00,,DEPARTMENT OF VETERANS AFFAIRS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75FCMC19F0095,2019-11-11 10:20:22.183669+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00405,2019-11-12 01:04:36.009616+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0018918FZ870,2019-11-11 10:25:18.559195+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-28321319FA0010490,2019-11-11 10:17:28.56759+00,,SOCIAL SECURITY ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002010372100024,2019-11-11 10:16:01.894225+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-28321319FA0010267,2019-11-12 01:04:56.957089+00,,SOCIAL SECURITY ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75FCMC19F0112,2019-11-11 09:58:33.135048+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0001-43d992b5-ceb9-4507-bf27-c6ea019f0991,2019-11-11 12:53:29+00,DWP032_DFWAP_gov,DEPARTMENT FOR WORK AND PENSIONS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-47QFEA19F0010,2019-11-12 00:54:33.464243+00,,GENERAL SERVICES ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002010372100015,2019-11-12 00:52:27.361591+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0018918FZ182,2019-11-12 01:29:53.164863+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSP233201600117W,2019-11-11 10:00:13.633704+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002017F96143,2019-11-11 10:02:08.20318+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002010372100019,2019-11-11 10:00:21.458411+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002015879890004,2019-11-12 00:35:46.250719+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12SAD119F0260,2019-11-12 01:29:50.995708+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-DOCWO005,2019-11-12 01:05:54.638911+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H818F00381,2019-11-11 09:58:38.973298+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-DOCSB134116NC0390,2019-11-12 01:16:50.452286+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-16PBGC18T0027,2019-11-12 00:27:37.318882+00,,PENSION BENEFIT GUARANTY CORPORATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002016F92248,2019-11-11 10:09:50.288904+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30119F06749,2019-11-12 01:28:36.375057+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-FA489019FA024,2019-11-12 01:32:26.646167+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-140D0418F0445,2019-11-11 10:13:55.482288+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-68HERH19F0294,2019-11-12 00:56:04.592546+00,,ENVIRONMENTAL PROTECTION AGENCY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75N98118F00006,2019-11-11 10:19:54.901771+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2033H619F00283,2019-11-12 01:28:29.012897+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333BJ19F00184017,2019-11-12 01:03:47.901994+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NRCA102,2019-11-11 10:20:55.716124+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75FCMC18F0074,2019-11-11 10:25:16.331532+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NOGS030,2019-11-11 10:18:04.946324+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-86614319F00013,2019-11-12 01:08:55.722534+00,,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEMS17F00045,2019-11-12 00:28:52.437798+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-16PBGC18T0025,2019-11-12 00:27:37.265845+00,,PENSION BENEFIT GUARANTY CORPORATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NAP8001,2019-11-12 01:04:47.561235+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEMS17F00061,2019-11-11 10:08:33.798499+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NRCA755,2019-11-11 10:18:03.936685+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-47QFCA19F0028,2019-11-11 09:58:37.165558+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B03C19F00000606,2019-11-12 01:28:18.323322+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0018918FZ584,2019-11-12 01:30:03.701666+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0018919FZ442,2019-11-12 00:56:05.759847+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333LB19F00000586,2019-11-11 10:03:56.906043+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70RSAT18FR0000086,2019-11-12 00:29:33.342716+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSM500201700107G,2019-11-11 10:18:01.49051+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-28321319FA0010363,2019-11-12 00:31:45.118374+00,,SOCIAL SECURITY ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00843,2019-11-11 09:59:03.979376+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30119F06732,2019-11-12 01:28:36.318421+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00739,2019-11-11 10:13:57.55376+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00807,2019-11-11 10:01:55.816248+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-AG3198K170024,2019-11-12 00:22:17.080816+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-36C10E19N0222,2019-11-11 10:19:09.8945+00,,DEPARTMENT OF VETERANS AFFAIRS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15F06719F0003483,2019-11-11 10:03:56.508952+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-47QFMA18F0032,2019-11-12 01:08:03.802976+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEMS16F00024,2019-11-12 00:56:23.886593+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-GSQ1117BJ0043,2019-11-11 10:24:42.114443+00,,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEMD16F00151,2019-11-12 01:28:24.41961+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12314419F0603,2019-11-11 09:58:47.303761+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSBP1017F00247,2019-11-11 10:07:21.156102+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1331L519F13OS0337,2019-11-12 00:45:53.428109+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-80HQTR20F0008,2019-11-12 01:35:33.551563+00,,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-47HAA019F0162,2019-11-12 00:44:52.393571+00,,GENERAL SERVICES ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002017F96135,2019-11-11 10:02:15.600068+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-28321319FA0010362,2019-11-12 00:31:44.879444+00,,SOCIAL SECURITY ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T05019F1NSPI001,2019-11-11 10:07:32.428886+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NCIO106,2019-11-11 10:17:21.720048+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12C0BA19F0364,2019-11-12 00:40:42.067214+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSO100201700011A,2019-11-11 10:04:37.592745+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HT001119C0018,2019-11-12 01:02:03.788696+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-W52P1J18F6200,2019-11-12 00:39:47.326882+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-140D0418F0534,2019-11-11 09:59:15.939383+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70FA2019F00000056,2019-11-12 00:24:40.128602+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-DJF161200G0009373,2019-11-11 10:05:11.757636+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-80HQTR19F0245,2019-11-12 01:35:33.799084+00,,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00819,2019-11-11 10:01:55.897981+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0018918FZ954,2019-11-12 01:00:01.417017+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-VA11817F2286,2019-11-11 10:20:18.725038+00,,DEPARTMENT OF VETERANS AFFAIRS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1331L519F13ES0910,2019-11-12 01:08:04.470252+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-GSQ0017AJ0012,2019-11-11 10:16:28.717114+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-86614319F00015,2019-11-12 00:59:12.506871+00,,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,DELOITTE LLP,OC303675,1
